feature,mean_abs_shap
BP1_reversed,0.18179305724510397
sleep_avg_weighted,0.04236824045081272
HE_glu_numeric,0.0370865322748196
MAP,0.03628805442632607
pulse_pressure,0.0354158349962287
HE_sbp_numeric,0.03262836665847278
HE_dbp_numeric,0.03221134188196232
weekday_sleep_hours,0.03218576399130449
total_mvpa_min_week,0.029693415001795065
weekend_sleep_hours,0.02595328509384246
pulse_irregular,0.0010770766359436848
