variant,model,accuracy,roc_auc,f1,precision,recall,tn,fp,fn,tp
Unadjusted,Random Forest,0.929697890936728,0.8249562512152442,0.2857142857142857,0.2857142857142857,0.2857142857142857,4819,185,185,74
Unadjusted,Logistic Regression,0.7678130343910318,0.8235187911446904,0.2466091245376079,0.1467351430667645,0.7722007722007722,3841,1163,59,200
