feature,mean_abs_shap
BP1_reversed,0.18658149341567332
sleep_avg_weighted,0.054151170174558894
pulse_pressure,0.03724111936485869
HE_glu_numeric,0.03638012502512618
MAP,0.033839096143915705
HE_sbp_numeric,0.03349767963036615
HE_dbp_numeric,0.031263930135793594
total_mvpa_min_week,0.029972231520706143
weekday_sleep_hours,0.022420383717713672
weekend_sleep_hours,0.0188441007338981
pulse_irregular,0.000648743499623479
